,x,bathy
7928,0.07059765,3615.06298828125
7929,0.07059765,3661.7451171875
7930,0.07059765,3836.4150390625
7931,0.07059765,3607.43505859375
7932,0.07059765,3702.90502929688
7933,0.07059765,3738.865234375
7934,0.07059765,3735.88525390625
7935,0.07059765,3762.40502929688
7936,0.07059765,3672.65502929688
7937,0.07059765,3580.27465820312
7938,0.07059765,3801.79467773438
7939,0.07059765,3976.224609375
7940,0.02940161,3875.32470703125
7941,0.02940161,3913.92309570312
7942,0.02940161,3958.19311523438
7943,0.02940161,4023.953125
7944,0.02940161,4026.52294921875
7945,0.02940161,4155.40283203125
7946,0.02940161,4176.0439453125
7947,0.02940161,4393.2041015625
7948,0.02940161,4362.19384765625
7949,0.02940161,4389.3740234375
7950,0.02940161,4184.31103515625
7951,0.02940161,4130.82080078125
7952,0.02940161,4251.18115234375
7953,0.02940161,4196.73095703125
7954,0.02940161,4241.24755859375
7955,0.02940161,4188.95751953125
7956,0.02940161,4278.86767578125
7957,0.02940161,4265.28759765625
7958,0.02940161,4171.40478515625
7959,0.02940161,4236.384765625
7960,0.02940161,4342.6650390625
7961,0.02940161,4303.27490234375
7962,0.02940161,4411.205078125
7963,0.02940161,4460.330078125
7964,0.02940161,4511.06005859375
7965,0.02940161,4513.1298828125
7966,0.02940161,4444.72998046875
7967,0.02940161,4392.794921875
7968,0.02940161,4410.205078125
7969,0.02940161,4326.39501953125
7970,0.02940161,4258.64501953125
7971,0.02940161,4307.05517578125
7972,0.02940161,4269.2353515625
7973,0.02940161,4252.68505859375
7974,0.02940161,4196.4453125
7975,0.02940161,4172.75732421875
7976,0.02940161,4246.546875
7977,0.02940161,4131.64697265625
7978,0.02940161,4278.89697265625
7979,0.02940161,4351.3369140625
7980,0.02940161,4355.7763671875
7981,0.02940161,4391.556640625
7982,0.02940161,4407.82666015625
7983,0.02940161,4425.32666015625
7984,0.02940161,4554.8544921875
7985,0.02940161,4536.84423828125
7986,0.02940161,4414.474609375
7987,0.02940161,4341.08447265625
7988,0.02940161,4320.3203125
7989,0.02940161,4261.51025390625
7990,0.02940161,4213.1904296875
7991,0.02940161,4385.8603515625
7992,0.02940161,4435.5302734375
7993,0.02940161,4507.08251953125
7994,0.02940161,4610.51220703125
7995,0.02940161,4616.90234375
7996,0.02940161,4599.4423828125
7997,0.02940161,4573.40234375
7998,0.02940161,4640.92236328125
7999,0.02940161,4625.23193359375
8000,0.02940161,4622.05224609375
8001,0.02940161,4612.8046875
8002,0.02940161,4616.8447265625
8003,0.02940161,4606.1943359375
8004,0.02940161,4552.2646484375
8005,0.02940161,4526.01220703125
8006,0.02940161,4574.5224609375
8007,0.02940161,4556.67236328125
8008,0.02940161,4489.7421875
8009,0.02940161,4337.6123046875
8010,0.02940161,4217.80517578125
8011,0.02940161,4177.3154296875
8012,0.02940161,4214.00537109375
8013,0.02940161,4028.775390625
8014,0.02940161,4133.40283203125
8015,0.02940161,4122.61279296875
8016,0.02940161,4134.78271484375
8017,0.02940161,4126.6025390625
8018,0.02940161,4016.71801757812
8019,0.07059765,4071.90795898438
8020,0.07059765,4073.77783203125
8021,0.07059765,3814.36791992188
8022,0.07059765,3415.41235351562
8023,0.07059765,3130.4521484375
8024,0.07059765,3302.73217773438
8025,0.044240140000000004,2723.97216796875
8026,0.044240140000000004,
8027,,
8028,,
8029,,
8030,,
8031,,
8032,,
8033,,
8034,,
8035,,
8036,,
8037,,
8038,,
8039,,
8040,,
8041,,
8042,,
8043,,
8044,,1353.49755859375
8045,,2283.16748046875
8046,0.044240140000000004,2818.67749023438
8047,0.05419602,3182.75756835938
8048,0.07471214000000001,3309.60229492188
8049,0.07471214000000001,3451.43212890625
8050,0.07471214000000001,3536.47216796875
8051,0.07471214000000001,3666.77221679688
8052,0.07471214000000001,3699.98022460938
8053,0.07471214000000001,3813.240234375
8054,0.0319946,3888.240234375
8055,0.0319946,3978.35009765625
8056,0.0319946,4060.42016601562
8057,0.0319946,4299.51220703125
8058,0.02940161,4377.52197265625
8059,0.02940161,4412.86181640625
8060,0.02940161,4428.86181640625
8061,0.02940161,4462.0400390625
8062,0.02940161,4473.66015625
8063,0.02940161,4525.64013671875
8064,0.02940161,4554.5400390625
8065,0.02940161,4555.341796875
8066,0.02940161,4559.81201171875
8067,0.02940161,4566.33203125
8068,0.02940161,4571.9921875
8069,0.02940161,4619.65283203125
8070,0.02940161,4664.5927734375
8071,0.02940161,4702.61279296875
8072,0.02940161,4716.69287109375
8073,0.02940161,4748.40283203125
8074,0.02940161,4775.44677734375
8075,0.02940161,4815.966796875
8076,0.01985754,4853.5068359375
8077,0.01985754,4868.16650390625
8078,0.02940161,4894.0849609375
8079,0.02940161,4895.7451171875
8080,0.02940161,4890.7451171875
8081,0.01985754,4868.21484375
8082,0.02940161,4883.962890625
8083,0.02940161,4878.05322265625
8084,0.02940161,4885.79296875
8085,0.02940161,4890.533203125
8086,0.02940161,4936.6474609375
8087,0.02940161,4906.92724609375
8088,0.02940161,4934.6875
8089,0.02940161,4848.1572265625
8090,0.02940161,4767.1474609375
8091,0.02940161,4804.2802734375
8092,0.02940161,4837.580078125
8093,0.02940161,4802.16015625
8094,0.02940161,4731.09033203125
8095,0.02940161,4599.072265625
8096,0.02940161,4441.88232421875
8097,0.02940161,4203.9521484375
8098,0.02940161,4517.3720703125
8099,0.02940161,4508.078125
8100,0.02940161,4591.7880859375
8101,0.02940161,4529.6484375
8102,0.02940161,4413.4580078125
8103,0.07059765,3674.67504882812
8104,0.07059765,3791.92504882812
8105,0.02940161,4059.6650390625
8106,0.02940161,4232.73486328125
8107,0.02940161,4141.81494140625
8108,0.02940161,4057.92553710938
8109,0.07059765,3521.32543945312
8110,0.03158623,2244.04541015625
8111,0.03158623,2174.525390625
8112,0.03158623,2510.92749023438
8113,0.07059765,3214.74755859375
8114,0.07059765,3739.7275390625
8115,0.02940161,4030.29760742188
8116,0.0319946,4180.21240234375
8117,0.0319946,4458.1123046875
8118,0.0319946,4208.0322265625
8119,0.0319946,4270.42236328125
8120,0.0319946,4111.822265625
8121,0.0319946,4426.46484375
8122,0.0319946,4340.60498046875
8123,0.0319946,4360.22509765625
8124,0.0319946,4184.28515625
8125,0.0319946,4003.8056640625
8126,0.0319946,3914.65551757812
8127,0.07471214000000001,3954.095703125
8128,0.07471214000000001,3851.62573242188
8129,0.07471214000000001,3937.53515625
8130,0.07471214000000001,3544.6650390625
8131,0.07471214000000001,2811.89526367188
8132,0.044240140000000004,
8133,0.044240140000000004,1052.55017089844
8134,0.05419602,3050.66015625
8135,0.07471214000000001,3168.990234375
8136,0.07471214000000001,3017.85009765625
8137,0.07471214000000001,3184.51025390625
8138,0.07471214000000001,3759.08203125
8139,0.07471214000000001,3110.412109375
8140,0.07471214000000001,2658.4619140625
8141,0.05419602,2158.7919921875
8142,0.05419602,1011.52465820312
8143,0.044240140000000004,
8144,,
8145,,
8146,,
8147,,
8148,,
8149,,
8150,,
8151,,
8152,,
8153,,
8154,,
8155,,
8156,,
8157,,
8158,,
8159,,
8160,,
8161,,
8162,,
8163,,
8164,,
8165,,
8166,,
8167,,
8168,,
8169,,
8170,,
8171,,
8172,,
8173,,
8174,,
8175,,
8176,,
8177,,
8178,,
8179,,
8180,,
8181,,
8182,,
8183,,
8184,,
8185,,
8186,,
8187,,
8188,,
8189,,
8190,,
8191,,
8192,,
8193,,
8194,,
8195,,
8196,,
8197,,
8198,,
8199,,
8200,,
8201,,
8202,,
8203,,
8204,,
8205,,
8206,,
8207,,
8208,,
8209,,
8210,,
8211,,
8212,,
8213,,1095.64990234375
8214,,
8215,,
8216,,
8217,,
8218,,1122.17736816406
8219,,
8220,,
8221,,
8222,,
8223,,
8224,,
8225,,
8226,,
8227,,
8228,,
8229,,
8230,,
8231,,
8232,,
8233,,
8234,,
8235,,
8236,,
8237,,
8238,,
8239,,
8240,,
8241,,
8242,,
8243,,
8244,,
8245,,
8246,,
8247,,
8248,,
8249,,
8250,,
8251,,
8252,,
8253,,
8254,,
8255,,
8256,,
8257,0.044240140000000004,
8258,0.05419602,2339.67041015625
8259,0.05419602,2517.16040039062
8260,0.05419602,2520.09033203125
8261,0.05419602,2566.09765625
8262,0.05419602,2625.62768554688
8263,0.05419602,2233.0576171875
8264,0.04457887,2204.28759765625
8265,0.04457887,1799.10754394531
8266,0.04457887,1393.48754882812
8267,0.04457887,1488.87756347656
8268,0.03158623,1936.06762695312
8269,0.03158623,2909.04760742188
8270,0.03158623,3154.3974609375
8271,0.03158623,2305.49755859375
8272,0.07059765,2917.21752929688
8273,0.07059765,3308.54760742188
8274,0.07059765,3333.0673828125
8275,0.07059765,3562.6474609375
8276,0.07059765,3706.16748046875
8277,0.07059765,3630.57739257812
8278,0.07059765,3517.86767578125
8279,0.07059765,3107.2177734375
8280,0.07059765,3546.23510742188
8281,0.07059765,3350.77490234375
8282,0.03158623,2608.92504882812
8283,0.03158623,2676.01513671875
8284,0.07059765,3049.0830078125
8285,0.07059765,3230.28295898438
8286,0.07059765,3076.1728515625
8287,0.07059765,3220.64282226562
8288,0.07059765,3160.29296875
8289,0.07059765,3178.3349609375
8290,0.07059765,3266.48510742188
8291,0.07059765,3349.7451171875
8292,0.07059765,3566.61499023438
8293,0.07059765,3526.62524414062
8294,0.07059765,3590.30517578125
8295,0.07059765,3699.14526367188
8296,0.02940161,3855.62524414062
8297,0.07059765,3700.83447265625
8298,0.07059765,3781.37451171875
8299,0.07059765,3812.56469726562
8300,0.02940161,4007.974609375
8301,0.07059765,3733.04296875
8302,0.07059765,3785.4130859375
8303,0.07059765,3970.18310546875
8304,0.02940161,4090.36303710938
8305,0.07059765,4043.04296875
8306,0.02940161,4131.52392578125
8307,0.02940161,4272.0439453125
8308,0.02940161,4261.083984375
8309,0.02940161,4428.6640625
8310,0.02940161,4328.32080078125
8311,0.02940161,4060.64111328125
8312,0.02940161,4258.44091796875
8313,0.02940161,4110.23095703125
8314,0.02940161,4174.40771484375
8315,0.02940161,4214.1875
8316,0.02940161,4128.927734375
8317,0.02940161,3843.79760742188
8318,0.02940161,3939.17504882812
8319,0.02940161,4141.955078125
8320,0.02940161,4215.53515625
8321,0.02940161,4332.544921875
8322,0.02940161,4301.89501953125
8323,0.02940161,4558.97021484375
8324,0.02940161,4648.7001953125
8325,0.02940161,4631.419921875
8326,0.02940161,4619.02001953125
8327,0.02940161,4614.9951171875
8328,0.02940161,4679.68505859375
8329,0.02940161,4643.07470703125
8330,0.02940161,4581.03466796875
8331,0.02940161,4556.0849609375
8332,0.02940161,4578.27490234375
8333,0.02940161,4525.625
8334,0.02940161,4523.1552734375
8335,0.02940161,4452.56689453125
8336,0.02940161,4460.9873046875
8337,0.02940161,4547.47705078125
8338,0.02940161,4561.93701171875
8339,0.02940161,4639.3671875
8340,0.02940161,4704.5966796875
8341,0.02940161,4708.66650390625
8342,0.02940161,4753.00634765625
8343,0.02940161,4750.16650390625
8344,0.02940161,4770.1142578125
8345,0.02940161,4790.2744140625
8346,0.02940161,4775.984375
8347,0.02940161,4756.45458984375
8348,0.02940161,4744.41064453125
8349,0.02940161,4586.060546875
8350,0.02940161,4591.9306640625
8351,0.02940161,4710.1904296875
8352,0.02940161,4546.8505859375
8353,0.02940161,4765.822265625
8354,0.02940161,4749.38232421875
8355,0.02940161,4827.4423828125
8356,0.02940161,4828.13232421875
8357,0.02940161,4732.01220703125
8358,0.02940161,4795.59228515625
8359,0.02940161,4780.26220703125
8360,0.02940161,4753.1220703125
8361,0.02940161,4739.03466796875
8362,0.02940161,4731.1943359375
8363,0.02940161,4725.78466796875
8364,0.02940161,4679.83447265625
8365,0.02940161,4659.3125
8366,0.02940161,4680.75244140625
8367,0.02940161,4687.51220703125
8368,0.02940161,4646.9423828125
8369,0.02940161,4487.55224609375
8370,0.02940161,4505.76513671875
8371,0.02940161,4469.87548828125
8372,0.02940161,4448.46533203125
8373,0.02940161,4427.91552734375
8374,0.02940161,4429.50244140625
8375,0.02940161,4421.6328125
8376,0.02940161,4377.07275390625
8377,0.02940161,4301.5224609375
8378,0.02940161,4262.73779296875
8379,0.02940161,4172.337890625
8380,0.02940161,4100.248046875
8381,0.02940161,4010.837890625
8382,0.07059765,3772.41235351562
8383,0.07059765,3375.9521484375
8384,0.07059765,3305.13232421875
8385,0.07471214000000001,3374.66235351562
8386,0.07471214000000001,3689.18212890625
8387,0.05419602,3358.12255859375
8388,0.044240140000000004,1048.44250488281
8389,,
8390,,
8391,,
8392,,
8393,,
8394,,
8395,,
8396,,
8397,,
8398,,
8399,,
8400,,
8401,,
8402,,
8403,,
8404,,
8405,,2004.07763671875
8406,0.044240140000000004,2686.19750976562
8407,0.05419602,3124.00756835938
8408,0.05419602,3213.63208007812
8409,0.07471214000000001,3277.05224609375
8410,0.07471214000000001,3523.12231445312
8411,0.07471214000000001,3785.912109375
8412,0.0319946,3918.23022460938
8413,0.0319946,4120.4599609375
8414,0.0319946,4281.7802734375
8415,0.0319946,4305.35009765625
8416,0.0319946,4327.09033203125
8417,0.0319946,4399.841796875
8418,0.02940161,4450.2021484375
8419,0.02940161,4551.751953125
8420,0.02940161,4579.33203125
8421,0.02940161,4580.41015625
8422,0.02940161,4585.1201171875
8423,0.02940161,4616.85009765625
8424,0.02940161,4645.23974609375
8425,0.02940161,4677.251953125
8426,0.02940161,4705.7421875
8427,0.02940161,4712.33203125
8428,0.02940161,4721.76220703125
8429,0.02940161,4763.22265625
8430,0.02940161,4771.962890625
8431,0.02940161,4824.65283203125
8432,0.02940161,4841.4228515625
8433,0.02940161,4843.53271484375
8434,0.02940161,4852.5966796875
8435,0.02940161,4845.4765625
8436,0.02940161,4894.12646484375
8437,0.02940161,4940.20654296875
8438,0.02940161,4928.8046875
8439,0.02940161,4941.875
8440,0.02940161,4960.634765625
8441,0.01985754,4972.1748046875
8442,0.01985754,4948.65283203125
8443,0.02940161,4992.90283203125
8444,0.02940161,5006.462890625
8445,0.02940161,5022.54296875
8446,0.02940161,4983.16748046875
8447,0.01985754,4992.62744140625
8448,0.02940161,4958.197265625
8449,0.02940161,4925.20751953125
8450,0.02940161,4964.9775390625
8451,0.02940161,4917.240234375
8452,0.02940161,4881.5703125
8453,0.02940161,4869.39013671875
8454,0.02940161,4792.0
8455,0.02940161,4719.4423828125
8456,0.02940161,4644.97216796875
8457,0.02940161,4554.55224609375
8458,0.02940161,4730.7822265625
8459,0.02940161,4434.29833984375
8460,0.07059765,4352.568359375
8461,0.07059765,4097.55810546875
8462,0.07059765,3722.908203125
8463,0.07059765,3684.22509765625
8464,0.07059765,3883.4951171875
8465,0.02940161,4198.5751953125
8466,0.02940161,4244.18505859375
8467,0.02940161,4366.73486328125
8468,0.02940161,4141.9052734375
8469,0.07059765,3711.53540039062
8470,0.07059765,3403.51538085938
8471,0.07059765,3226.10546875
8472,0.07059765,3213.95751953125
8473,0.07059765,3292.67749023438
8474,0.07059765,3498.82763671875
8475,0.02940161,4250.79736328125
8476,0.0319946,4584.08203125
8477,0.0319946,4780.84228515625
8478,0.0319946,4686.2822265625
8479,0.0319946,4666.71240234375
8480,0.0319946,4631.6220703125
8481,0.0319946,4511.19482421875
8482,0.0319946,4747.0849609375
8483,0.0319946,4716.794921875
8484,0.0319946,4639.6650390625
8485,0.0319946,4489.10546875
8486,0.0319946,4625.78564453125
8487,0.0319946,4552.24560546875
8488,0.0319946,4469.4658203125
8489,0.0319946,4277.455078125
8490,0.0319946,4233.775390625
8491,0.0319946,4185.9052734375
8492,0.07471214000000001,3254.14526367188
8493,0.044240140000000004,1249.63024902344
8494,0.05419602,3786.88012695312
8495,0.0319946,4425.3701171875
8496,0.0319946,4482.0400390625
8497,0.0319946,4493.22021484375
8498,0.0319946,4512.27197265625
8499,0.0319946,4398.98193359375
8500,0.0319946,4358.2421875
8501,0.07471214000000001,3702.11206054688
8502,0.07471214000000001,3296.5146484375
8503,0.05419602,2913.1748046875
8504,0.05419602,2708.44458007812
8505,0.05419602,2421.4345703125
8506,0.044240140000000004,1841.9521484375
8507,0.044240140000000004,
8508,,
8509,,
8510,,
8511,,
8512,,
8513,,
8514,,
8515,,
8516,,
8517,,
8518,0.044240140000000004,
8519,0.044240140000000004,1598.75329589844
8520,0.044240140000000004,1639.97326660156
8521,0.044240140000000004,1718.53332519531
8522,0.044240140000000004,1360.67333984375
8523,0.05419602,2075.13500976562
8524,0.05419602,2398.56494140625
8525,0.044240140000000004,2316.125
8526,0.044240140000000004,1953.28491210938
8527,0.05419602,2600.06201171875
8528,0.044240140000000004,2384.9921875
8529,0.044240140000000004,1683.71215820312
8530,0.044240140000000004,1966.73205566406
8531,0.044240140000000004,1400.30212402344
8532,0.044240140000000004,1193.37780761719
8533,0.044240140000000004,1798.74780273438
8534,0.05419602,2363.22778320312
8535,0.05419602,2222.1376953125
8536,0.05419602,2362.09790039062
8537,0.044240140000000004,2032.55786132812
8538,0.044240140000000004,1118.18786621094
8539,,
8540,,
8541,,
8542,,
8543,,
8544,,
8545,,
8546,,
8547,,
8548,,
8549,,
8550,,
8551,,
8552,,
8553,,
8554,,
8555,,
8556,,
8557,,
8558,,
8559,,
8560,,
8561,,
8562,,
8563,,
8564,,
8565,,
8566,,
8567,,
8568,,
8569,,
8570,,
8571,,
8572,,
8573,,
8574,,
8575,,
8576,,
8577,,
8578,,
8579,,
8580,,
8581,,
8582,,
8583,,
8584,,
8585,,
8586,,
8587,,
8588,,
8589,,
8590,,
8591,,
8592,,
8593,,
8594,,
8595,,
8596,,
8597,,
8598,,
8599,,
8600,,
8601,,
8602,,
8603,,
8604,,
8605,,
8606,,
8607,,
8608,,
8609,,
8610,,
8611,,
8612,0.044240140000000004,1043.36254882812
8613,0.044240140000000004,1238.95739746094
8614,0.044240140000000004,1185.84741210938
8615,0.044240140000000004,2276.36743164062
8616,0.05419602,2618.79736328125
8617,0.05419602,2767.48022460938
8618,0.05419602,2889.96044921875
8619,0.05419602,2765.5302734375
8620,0.05419602,2717.87036132812
8621,0.05419602,2488.53759765625
8622,0.044240140000000004,
8623,0.044240140000000004,2381.53759765625
8624,0.03158623,2620.20751953125
8625,0.03158623,2223.1875
8626,0.03158623,2801.0576171875
8627,0.03158623,2928.59765625
8628,0.03158623,2869.33764648438
8629,0.07059765,3080.35766601562
8630,0.07059765,3275.4375
8631,0.07059765,3293.17749023438
8632,0.07059765,3208.91748046875
8633,0.07059765,3196.267578125
8634,0.07059765,3192.6875
8635,0.07059765,3460.04736328125
8636,0.07059765,3629.28759765625
8637,0.07059765,3671.46752929688
8638,0.07059765,3677.6376953125
8639,0.07059765,3452.51782226562
8640,0.03158623,2625.7451171875
8641,0.03158623,1997.86499023438
8642,0.03158623,2021.53503417969
8643,0.03158623,2284.06494140625
8644,0.03158623,2706.54296875
8645,0.03158623,2516.36279296875
8646,0.03158623,2704.1328125
8647,0.03158623,2881.0830078125
8648,0.03158623,2904.15283203125
8649,0.03158623,3002.205078125
8650,0.03158623,3047.07495117188
8651,0.03158623,2991.34497070312
8652,0.03158623,3080.9951171875
8653,0.03158623,3078.63525390625
8654,0.07059765,3683.0751953125
8655,0.07059765,3356.53515625
8656,0.07059765,3361.5751953125
8657,0.07059765,3647.11450195312
8658,0.07059765,3592.29467773438
8659,0.07059765,3778.19458007812
8660,0.02940161,3865.3046875
8661,0.07059765,3967.71313476562
8662,0.02940161,3970.88305664062
8663,0.02940161,4012.3330078125
8664,0.02940161,4110.73291015625
8665,0.07059765,3908.5029296875
8666,0.02940161,4033.07397460938
8667,0.02940161,3969.4541015625
8668,0.02940161,3983.32397460938
8669,0.02940161,4279.88427734375
8670,0.02940161,4297.37109375
8671,0.02940161,4341.89111328125
8672,0.02940161,4101.0810546875
8673,0.02940161,4116.291015625
8674,0.02940161,3875.8974609375
8675,0.02940161,3806.70751953125
8676,0.02940161,3987.12744140625
8677,0.02940161,4065.517578125
8678,0.02940161,4115.76513671875
8679,0.02940161,4258.36474609375
8680,0.02940161,4236.44482421875
8681,0.02940161,4353.35498046875
8682,0.02940161,4307.40478515625
8683,0.02940161,4341.47021484375
8684,0.02940161,4525.22021484375
8685,0.02940161,4518.72021484375
8686,0.02940161,4650.41015625
8687,0.02940161,4740.7548828125
8688,0.02940161,4762.77490234375
8689,0.02940161,4725.39501953125
8690,0.02940161,4724.11474609375
8691,0.02940161,4730.205078125
8692,0.02940161,4766.78515625
8693,0.02940161,4790.51513671875
8694,0.02940161,4797.6953125
8695,0.02940161,4804.296875
8696,0.02940161,4794.287109375
8697,0.02940161,4809.96728515625
8698,0.02940161,4861.0869140625
8699,0.02940161,4904.39697265625
8700,0.02940161,4923.12646484375
8701,0.02940161,4945.06640625
8702,0.02940161,4921.3564453125
8703,0.02940161,4922.53662109375
8704,0.02940161,4905.484375
8705,0.02940161,4880.57421875
8706,0.02940161,4946.16455078125
8707,0.02940161,4999.0244140625
8708,0.02940161,4970.08056640625
8709,0.02940161,4933.140625
8710,0.02940161,4874.70068359375
8711,0.02940161,4846.83056640625
8712,0.02940161,4826.8203125
8713,0.02940161,4854.22216796875
8714,0.02940161,4912.18212890625
8715,0.02940161,4891.822265625
8716,0.02940161,4886.29248046875
8717,0.02940161,4857.8720703125
8718,0.02940161,4862.09228515625
8719,0.02940161,4860.6923828125
8720,0.02940161,4827.93212890625
8721,0.02940161,4808.724609375
8722,0.02940161,4804.28466796875
8723,0.02940161,4791.74462890625
8724,0.02940161,4780.0546875
8725,0.02940161,4766.75244140625
8726,0.02940161,4580.8125
8727,0.02940161,4675.01220703125
8728,0.02940161,4572.5625
8729,0.07059765,1812.07238769531
8730,0.02940161,4654.42529296875
8731,0.02940161,4651.41552734375
8732,0.02940161,4613.775390625
8733,0.02940161,4574.09521484375
8734,0.02940161,4564.82275390625
8735,0.02940161,4495.25244140625
8736,0.02940161,4482.0224609375
8737,0.02940161,4402.47265625
8738,0.02940161,4325.998046875
8739,0.02940161,4213.837890625
8740,0.02940161,4158.40771484375
8741,0.02940161,4068.4580078125
8742,0.02940161,4060.96215820312
8743,0.07059765,4061.75219726562
8744,0.07059765,4028.27221679688
8745,0.07059765,3922.88232421875
8746,0.07059765,3682.54223632812
8747,0.07059765,3557.87255859375
8748,0.07059765,3311.73266601562
8749,0.05419602,2901.5224609375
8750,0.044240140000000004,1139.55249023438
8751,,
8752,,
8753,,
8754,,
8755,,
8756,,
8757,,
8758,,
8759,,
8760,,
8761,,
8762,,
8763,,
8764,,
8765,,
8766,0.044240140000000004,1966.3076171875
8767,0.05419602,2635.3876953125
8768,0.05419602,2881.0322265625
8769,0.07471214000000001,3210.572265625
8770,0.07471214000000001,3610.84228515625
8771,0.07471214000000001,3908.9921875
8772,0.0319946,4101.31005859375
8773,0.0319946,4267.6103515625
8774,0.0319946,4337.5
8775,0.0319946,4474.3203125
8776,0.0319946,4529.18017578125
8777,0.0319946,4596.7822265625
8778,0.0319946,4623.90185546875
8779,0.0319946,4653.02197265625
8780,0.0319946,4660.9521484375
8781,0.0319946,4697.48974609375
8782,0.02940161,4718.85986328125
8783,0.02940161,4767.31982421875
8784,0.02940161,4790.18994140625
8785,0.02940161,4814.26220703125
8786,0.02940161,4808.3818359375
8787,0.02940161,4852.61181640625
8788,0.02940161,4862.591796875
8789,0.02940161,4851.64306640625
8790,0.02940161,4876.04296875
8791,0.02940161,4893.11279296875
8792,0.02940161,4926.89306640625
8793,0.02940161,4897.4130859375
8794,0.02940161,4912.65673828125
8795,0.07059765,4925.7265625
8796,0.02940161,4925.29638671875
8797,0.02940161,4932.62646484375
8798,0.02940161,4991.5048828125
8799,0.02940161,4975.68505859375
8800,0.02940161,4968.56494140625
8801,0.01985754,4991.98486328125
8802,0.02940161,5034.36279296875
8803,0.02940161,5056.953125
8804,0.02940161,5049.39306640625
8805,0.02940161,5042.623046875
8806,0.02940161,5106.79736328125
8807,0.01985754,5102.7275390625
8808,0.01985754,5080.79736328125
8809,0.01985754,5020.12744140625
8810,0.01985754,4986.62744140625
8811,0.01985754,4992.80029296875
8812,0.01985754,5012.26025390625
8813,0.01985754,5035.51025390625
8814,0.01985754,5043.419921875
8815,0.01985754,4952.6220703125
8816,0.02940161,4959.47216796875
8817,0.02940161,4917.5419921875
8818,0.02940161,5000.982421875
8819,0.02940161,4309.0283203125
8820,0.07059765,3172.1181640625
8821,0.03158623,2807.83813476562
8822,0.03158623,2423.16821289062
8823,0.03158623,3379.93505859375
8824,0.07059765,3758.78515625
8825,0.02940161,4220.46484375
8826,0.02940161,4684.72509765625
8827,0.02940161,4703.9951171875
8828,0.02940161,4376.4853515625
8829,0.02940161,4411.1953125
8830,0.02940161,4229.95556640625
8831,0.02940161,3689.11547851562
8832,0.07059765,3427.65771484375
8833,0.07059765,3414.67749023438
8834,0.07059765,3078.0576171875
8835,0.07059765,3502.11767578125
8836,0.02940161,3911.48217773438
8837,0.02940161,4838.97216796875
8838,0.02940161,4916.71240234375
8839,0.02940161,4921.0224609375
8840,0.02940161,4897.71240234375
8841,0.02940161,4855.48486328125
8842,0.02940161,4806.7548828125
8843,0.02940161,4910.0048828125
8844,0.02940161,4836.4951171875
8845,0.02940161,4773.2255859375
8846,0.02940161,4881.42578125
8847,0.02940161,4907.7158203125
8848,0.02940161,4877.28564453125
8849,0.02940161,4842.205078125
8850,0.02940161,4758.00537109375
8851,0.02940161,4596.1650390625
8852,0.07059765,3693.26513671875
8853,0.07059765,3101.18017578125
8854,0.07059765,3045.89013671875
8855,0.02940161,4476.92041015625
8856,0.02940161,4588.67041015625
8857,0.02940161,4805.56005859375
8858,0.0319946,4792.61181640625
8859,0.0319946,4747.4921875
8860,0.0319946,4656.3818359375
8861,0.0319946,4480.841796875
8862,0.07471214000000001,4040.91479492188
8863,0.07471214000000001,3746.37475585938
8864,0.07471214000000001,3888.0146484375
8865,0.07471214000000001,3536.87475585938
8866,0.07471214000000001,3108.35229492188
8867,0.05419602,2594.14208984375
8868,0.05419602,2227.54223632812
8869,0.05419602,2714.42211914062
8870,0.05419602,2403.955078125
8871,0.044240140000000004,1657.08508300781
8872,0.044240140000000004,1433.54504394531
8873,0.044240140000000004,
8874,0.044240140000000004,1379.36511230469
8875,0.044240140000000004,1906.31945800781
8876,0.044240140000000004,2290.83935546875
8877,0.05419602,3206.1494140625
8878,0.07471214000000001,3416.16943359375
8879,0.07471214000000001,3841.4033203125
8880,0.07471214000000001,3803.13330078125
8881,0.07471214000000001,3833.97338867188
8882,0.07471214000000001,3678.35327148438
8883,0.07471214000000001,3397.044921875
8884,0.05419602,2856.59497070312
8885,0.05419602,2832.86499023438
8886,0.07471214000000001,3379.69482421875
8887,0.05419602,2829.93212890625
8888,0.05419602,2708.80200195312
8889,0.05419602,2626.5322265625
8890,0.05419602,2897.22216796875
8891,0.05419602,2965.2421875
8892,0.07471214000000001,2918.5078125
8893,0.07471214000000001,3009.05786132812
8894,0.07471214000000001,2962.05786132812
8895,0.07471214000000001,3267.4677734375
8896,0.07471214000000001,3296.44775390625
8897,0.07471214000000001,3256.3779296875
8898,0.07471214000000001,3327.84790039062
8899,0.07471214000000001,3338.44775390625
8900,0.05419602,2880.66723632812
8901,0.05419602,1951.04711914062
8902,0.05419602,2394.52709960938
8903,0.05419602,2539.22705078125
8904,0.05419602,2564.05712890625
8905,0.05419602,2750.27001953125
8906,0.05419602,2339.919921875
8907,0.05419602,2720.38989257812
8908,0.05419602,2564.13989257812
8909,0.044240140000000004,2389.52001953125
8910,0.044240140000000004,1284.92993164062
8911,,
8912,,
8913,,
8914,,
8915,,
8916,,
8917,,
8918,,
8919,,
8920,,
8921,,
8922,,
8923,,
8924,,
8925,,
8926,,
8927,,
8928,,
8929,0.044240140000000004,
8930,,
8931,,
8932,,
8933,,
8934,,
8935,,
8936,,
8937,0.044240140000000004,
8938,0.044240140000000004,
